1: 32'1/3
2998: 2'2231/8820
2999: 203/237
3000: 26'49/94
3001: 33578'194/649
3002: 25/28
3003: 66'11/13
3004: 83
3005: 6/59
3006: 472
3007: 138'556/2829
3008: 1996'11/19
3009: 538'12058/23575
3010: 17'37/77
3011: 107
3012: 1/10
3013: 1463'1/2
3014: 4'104659/1001000
3015: 2327/3300
3016: 2
3017: 22'31/48
3018: 103'168/851
3019: 1'91/185
3020: 79'11/27
3021: 32'1/4
3022: 910
3023: 1744
3024: 61/3504
3025: 13
3026: 88'239/1197
3027: 541/1066
3028: 64'28/55
3029: 12'6/13
3030: 1185'5/43
3031: 54'11/35
3032: 95'47/71
3033: 1'169/550
3034: 2'4001/4623
3035: 3'463/3828
3036: 108
3037: 24
3038: 91'41/84
3039: 249'1/10
3040: 2'123/7469
3041: 19'47/79
3042: 1316
3043: 1'8/191
3044: 74'31/96
3045: 25/32
3046: 8/303
3047: 335/777
3048: 22'4/5
3049: 92'23/60
3050: 1'2949/4757
3051: 447/2560
3052: 26'10/27
3053: 163'5/19
3054: 420'5/26
3055: 151'16/33
3056: 99'9/32
3057: 94'9/20
3058: 74'586/925
3059: 1'19/72
3060: 96/133
3061: 249'24661/68886
3062: 15853/5369112
3063: 579
3064: 2'397/2527
3065: 344'2494/33345
3066: 375'13/34
3067: 1'569/3519
3068: 1076'11/50
3069: 169'239/1638
3070: 53/980
3071: 1/8
3072: 9'47/85
3073: 56/2805
3074: 21
3075: 3'69/91
3076: 612
3077: 1305'27/61
3078: 3'17/48
3079: 2'32179/102580
3080: 17/45
3081: 21'21/76
3082: 2736'16/19
3083: 24'36/49
3084: 9'247/3060
3085: 6'1/8
3086: 153'65/87
3087: 57'1/3
3088: 86'16/207
3089: 51303780
3090: 250'167/1380
3091: 7'119/183
3092: 1091/1480
3093: 63'29/63
3094: 95'2845/2893
3095: 41
3096: 14'23/65
3097: 140'17/20
3098: 81'1081/1314
3099: 142'23/30
3100: 73/93
3101: 370990'1/2
3102: 42
3103: 31'353/2800
3104: 388'23/36
3105: 1'1/5
3106: 40'140/209
3107: 1443'11/60
3108: 61/56700
3109: 3870
3110: 1718
3111: 1'3329/13072
3112: 6776'28/31
3113: 24'1/324
3114: 153'45/46
3115: 4'13/84
3116: 86'26/37
3117: 35'3/5
3118: 76'10/21
3119: 2'3236/8015
3120: 15'439/870
3121: 101
3122: 2491/6200
3123: 67
3124: 15258672
3125: 94'824/1333
3126: 2'3406/8449
3127: 769/2002
3128: 63'431/441
3129: 5602'1/12
3130: 27/238
3131: 189'4/5
3132: 2'850/2583
3133: 220'13/21
3134: 65
3135: 1/25
3136: 21'19/34
3137: 59/938
3138: 79'61/75
3139: 3'27/35
3140: 19'2367/3403
3141: 268569
3142: 3'1005/5929
3143: 2'45/58
3144: 1'437/1638
3145: 1171'71/171
3146: 25
3147: 25'23/27
3148: 1/30
3149: 1335'425/1056
3150: 1'601/752
3151: 386100
3152: 109
3153: 544
3154: 14'2/7
3155: 73'5/22
3156: 6566/29943
3157: 18'2/9
3158: 87'3/13
3159: 70'3/5
3160: 76'113/2275
3161: 14457/160300
3162: 229/1072
3163: 40'58/85
3164: 173/1188
3165: 4333'1/38
3166: 74'79/288
3167: 77/160
3168: 6949
3169: 1'71/93
3170: 1'51/230
3171: 105'1491/1558
3172: 163'8/19
3173: 36241'19/29
3174: 176'76/145
3175: 70'117443/121730
3176: 4'25/208
3177: 121/1950
3178: 1'10444/457963
3179: 37/342
3180: 53'14816/222807
3181: 60'32/141
3182: 3320'1/5
3183: 89/96
3184: 184'29/31
3185: 19/43432
3186: 14'2/33
3187: 52'64/77
3188: 186090'31/48
3189: 10'3/14
3190: 3286
3191: 1530'11/14
3192: 18
3193: 37
3194: 19'13/15
3195: 16'14/33
3196: 188'4/17
3197: 18/295
3198: 11'1/23
3199: 53
3200: 54'61/73
3201: 894'9/11
3202: 88
3203: 1/40
3204: 873'828/1927
3205: 3'383/644
3206: 7'297/1072
3207: 96'43491/52768
3208: 13'277/1404
3209: 33/470
3210: 52
3211: 4418/13167
3212: 56'19/44
3213: 21/944
3214: 21/95
3215: 126'2/3
3216: 101'187/200
3217: 97'1/6
3218: 1/13
3219: 1'53/90
3220: 38'13/15
3221: 21'1/5
3222: 1'2595/3058
3223: 162/719269
3224: 18'617/864
3225: 6'97/323
3226: 4'698/885
3227: 146'33/98
3228: 178'1/5
3229: 3320'8/45
3230: 21'23/73
3231: 1'63/73
3232: 33'7/30
3233: 4'59/81
3234: 214792/219555
3235: 79'1/25
3236: 14'806/2771
3237: 217168'16/23
3238: 80'4/7
3239: 42'5/6
3240: 1'4/7
3241: 271'24/65
3242: 12031
3243: 27
3244: 65/67
3245: 91
3246: 87'14/15
3247: 41'15349/18109
3248: 3'13/21
3249: 192'2/45
3250: 35'27/28
3251: 139'18/61
3252: 31'25/42
3253: 1'6/53
3254: 2'314093/584060
3255: 1'259/291
3256: 17'33/73
3257: 29'19/64
3258: 3'211/1150
3259: 2'5575/5928
3260: 55079'117/496
3261: 34'6379/8030
3262: 84
3263: 286'8/21
3264: 1'5068/50439
3265: 101'47/66
3266: 1653'13/35
3267: 96'15/37
3268: 1261/25840
3269: 129958'467/5772
3270: 369'22/59
3271: 3
3272: 278469/510562
3273: 36
3274: 23/492
3275: 1'14/51
3276: 5139
3277: 66'85/2024
3278: 11'13/37
3279: 8'527259/585104
3280: 341504
3281: 4505'7/25
3282: 437'22/63
3283: 1820/2867
3284: 5969/6952
3285: 87
3286: 64'326144/484075
3287: 1334'22/79
3288: 80'1/6
3289: 244'1/2
3290: 24'63/89
3291: 2257
3292: 84'4/99
3293: 14'5/91
3294: 8'3061/7371
3295: 77'8797/12936
3296: 69'83/120
3297: 41'13/14
3298: 2046'18/97
3299: 91'98/495
3300: 91'1/7
3301: 36'30473/61152
3302: 5'1/56
3303: 3
3304: 2
3305: 1984'26/47
3306: 6372
3307: 1'56134/259357
3308: 262/5445
3309: 34'1/2
3310: 132'922/975
3311: 76
3312: 5'3/14
3313: 8'1/6
3314: 1
3315: 6'65438/95139
3316: 1827'5/14
3317: 164'2158/2617
3318: 11088
3319: 1'169/352
3320: 8'34984/321489
3321: 39'64/93
3322: 150/16951
3323: 211'101/345
3324: 31692'20/33
3325: 10'1271/2323
3326: 4'407/456
3327: 9'1817/3650
3328: 65'21/22
3329: 51'4699/267900
3330: 8'866/5063
3331: 31'79/221
3332: 4480
3333: 36'3283/5476
3334: 82'3100/16269
3335: 87
3336: 139'4/23
3337: 2816'2/17
3338: 3'164/185
3339: 9'54/137
3340: 56'85644/123913
3341: 11'61747/63382
3342: 389/6460
3343: 166
3344: 36
3345: 1'11/20
3346: 80
3347: 67'40/137
3348: 25'67/90
3349: 8'2/3
3350: 76/93
3351: 79'473/3192
3352: -20'465/536
3353: 54'4/9
3354: 46'7/81
3355: 1'9/26
3356: 30'30/43
3357: 58'10/17
3358: 2171/48000
3359: 155'5/7
3360: 273/764
3361: 10'2892/5467
3362: 233/27216
3363: 5568
3364: 5
3365: 244/2173
3366: 47'104/225
3367: 37'5/6
3368: 50'816/1081
3369: 2'75841/760368
3370: 102'3/4
3371: 9103/15960
3372: 7'106/243
3373: 1'7109/1850331
3374: 5'5/11
3375: 1'18/19
3376: 2'9451/12996
3377: 128'988/1725
3378: 1'1223/2646
3379: 2'573/2116
3380: 2'499/572
3381: 50
3382: 469691'1/7
3383: 2/5
3384: 59/61
3385: 33'59/495
3386: 1'61/95
3387: 8'8/59
3388: 2'43/94
3389: 77'11/86
3390: 38'1114/1957
3391: 1'67/426
3392: 3320
3393: 26'33/100
3394: 5
3395: 113/3330
3396: 51'5/59
3397: 43/73
3398: 84'404/581
3399: 104'7/52
3400: 17'390/2407
3401: 1'95639/121765
3402: 986'2/3
3403: 134'1/16
3404: 187
3405: 1/392
3406: 19/23
3407: 5'379/480
3408: 277'2/3
3409: 1023/28823
3410: 449/8170
3411: 26'10/31
3412: 662/885
3413: 256
3414: 37/896
3415: 37'59/88
3416: 54'91/496
3417: 30'3/5
3418: 7470
3419: 81'26/41
3420: 170
3421: 3'23677/24087
3422: 62'421/429
3423: 5'23/27
3424: 4'139/144
3425: 71'33/37
3426: 36'557/612
3427: 30098'1/4
3428: 4'169/230
3429: 87
3430: 1520201/3754080
3431: 1'1/25
3432: 6'13/97
3433: 5228'2/9
3434: 50'321/470
3435: 131'11465/76869
3436: 144/473
3437: 67'9/76
3438: 5'27/3905
3439: 690
3440: 810'520/2813
3441: 1'5405/7839
3442: 20'4/11
3443: 19261/847500
3444: 2'182/1037
3445: 4'11873/14608
3446: 32/925
3447: 24'17/81
3448: 14'3791/6450
3449: 17'61/109
3450: 21'304/527
3451: 5'6187/62985
3452: 161'19/21
3453: 6'4824/7031
3454: 239'4/5
3455: 3'5471/10571
3456: 19'1011/1496
3457: 85'562/611
3458: 9'1733/3916
3459: 1'3901/4160
3460: 181/8428
3461: 4
3462: 27'12/13
3463: 29'29/46
3464: 769'1/5
3465: 25'3/8
3466: 1'1049/3201
3467: 1/34
3468: 14'41/1940
3469: 29'34/245
3470: 15'717/4337
3471: 46'5/122
3472: 83'52/73
3473: 24
3474: 5'8387/21413
3475: 28'466/553
3476: 111'71/85
3477: 6227
3478: 5063/1679496
3479: 4'8376/8695
3480: 60'89/111
3481: 105'5/7
3482: 71'6/11
3483: 34'2/87
3484: 127
3485: 201/236
3486: 20'1/2
3487: 18'1/2
3488: 9'9483/12449
3489: 11'1333/1422
3490: 2'5/7
3491: 116'7/27
3492: 74/183
3493: 101
3494: 289'4070/29087
3495: 15'25/29
3496: 3'114/3043
3497: 56'377/410
3498: 45'12/17
3499: 38
3500: 472'4/57
3501: 4'61/79
3502: 17'477/1075
3503: 400/3751
3504: 4486'4/35
3505: 2'38/63
3506: 360
3507: 3'2570/3741
3508: 97/574
3509: 995'5/41
3510: 21/3397
3511: 139'346/455
3512: 37'313/340
3513: 9'759/1649
3514: 1'53/248
3515: 145'65/92
3516: 5'7165/38626
3517: 119'72/1943
3518: 42'77/144
3519: 1'19/49
3520: 6266/17917
3521: 3'1/2
3522: 113'5/43
3523: 1'7/13
3524: 1242'1/46
3525: 19'9095/37051
3526: 15'3077323/3319728
3527: 149'2885/8366
3528: 34'3/11
3529: 99'47/72
3530: 4'9070/10693
3531: 42'8/15
3532: 589/790
3533: 5'18/25
3534: 1566
3535: 94'163/784
3536: 6'945/1886
3537: 27'81/94
3538: 286083/435203
3539: 82'1607/2225
3540: 148'4/19
3541: 1974
3542: 8'62/71
3543: 11'1/22
3544: 81'39/67
3545: 2'21/26
3546: 2'129/166
3547: 33/2096
3548: 2'370/561
3549: 60'15/16
3550: 56'2195075/3652558
3551: 26'464/1577
3552: 47'539/5330
3553: 70'1/84
3554: 9'29/56
3555: 672/53867
3556: 24'47/115
3557: 86700
3558: 63'3/5
3559: 1/30
3560: 56'16/17
3561: 90072/274955
3562: 6'426/553
3563: 52'8/11
3564: 99/1750
3565: 30'100/193
3566: 6'482/2925
3567: 33792
3568: 22308/30821
3569: 31'11/13
3570: 64'8021/16060
3571: 4'3/58
3572: 2000/87507
3573: 1'5527/17940
3574: 111'3/7
3575: 433'36623/40205
3576: 12'1262/1785
3577: 7'885/1159
3578: 38927/122200
3579: 73'10/11
3580: 77'11/23
3581: 11/18
3582: 1'2857/6643
3583: 4484
3584: 92'39/97
3585: 515/783
3586: 15'1/16
3587: 3'78323/145167
3588: 49'29/48
3589: 17623/22720
3590: 86'119/1376
3591: 43/1550
3592: 33
3593: 5'1040/1407
3594: 4/39
3595: 213'193/2209
3596: 8'4/25
3597: 63'33/61
3598: 91'1/2
3599: 32
3600: 163/4400
3601: 18
3602: 5'173/294
3603: 67'23/25
3604: 27/176
3605: 68'1/5
3606: 3/28
3607: 274'449/1274
3608: 68'49/172
3609: 1'2/5
3610: 2'53/100
3611: 1'32839/107623
3612: 2'218/275
3613: 32'18/77
3614: 4'1697/2196
3615: 95
3616: 1114'1089/3131
3617: 73'89/220
3618: 110408003/141351224
3619: 2'1/53
3620: 4068'493/1170
3621: 164/1121
3622: 1'20/63
3623: 75'10/23
3624: 6'10/17
3625: 20/201
3626: 77'17/120
3627: 2560/10611
3628: 267
3629: 186
3630: 4964
3631: 137'119/621
3632: 75
3633: 4'7/57
3634: 45'2772/10201
3635: 2095'51/55
3636: 23601'9/16
3637: 13'3603/11750
3638: 7'12115/14839
3639: 9'58/141
3640: 1848
3641: 2'878/1073
3642: 64'14/95
3643: 60'46/93
3644: 19'747959/857646
3645: 60
3646: 20'101/784
3647: 102'1207/36144
3648: 3'4283/4845
3649: 1'1529/3240
3650: 22'28/41
3651: 40'2/3
3652: 14'15/68
3653: 20'2/3
3654: 7'313/1617
3655: 11'29/33
3656: 90
3657: 11'39/44
3658: 173368/204967
3659: 77'47/49
3660: 5/19
3661: 2'21401/26158
3662: 13'13097267/20628322
3663: 25119/669680
3664: 71'2949/4982
3665: 93
3666: 8256/32095
3667: 92'2483/2585
3668: 179'23/45
3669: 1'2/25
3670: 526'7/16
3671: 1397/2208
3672: 1'5/9
3673: 279/500
3674: 4'757/760
3675: 25/33
3676: 900
3677: 26'3134/3239
3678: 2898'7/20
3679: 19'10/11
3680: 465
3681: 56'11/17
3682: 48'13/14
3683: 8'1389/2660
3684: 65'14879/24059
3685: 78'465/512
3686: 83/2303
3687: 546
3688: 40'481/4130
3689: 403538529/2413804270
3690: 705'2/3
3691: 1304'7/43
3692: 226'187/200
3693: 3'825/2639
3694: 44'3/7
3695: 236/483
3696: 2'823/6160
3697: 71/470
3698: 22'13/21
3699: 38/153
3700: 39'1/21
3701: 1'61/901
3702: 43/498
3703: 125'129/1261
3704: 941'17/21
3705: 23'176207/302804
3706: 8943'8/11
3707: 68'9/22
3708: 26'10/13
3709: 192'1174/2475
3710: 79/92
3711: 79'709/760
3712: 282472/907985
3713: 6'1297/1320
3714: 1'315/1504
3715: 45
3716: 1/160
3717: 72'59913/61304
3718: 13'7280/29087
3719: 307'13/23
3720: 2'259/2868
3721: 3198
3722: 216'11/19
3723: 24'79/180
3724: 11/42
3725: 20'329/594
3726: 77
3727: 3'5/13
3728: 34'1/15
3729: 85'5/64
3730: 126'325/696
3731: 22'49/104
3732: 1/6
3733: 60
3734: 2'72659/577220
3735: 15004'403/938
3736: 108'33/89
3737: 3887/4116
3738: 31
3739: 7'1/20
3740: 3'44/63
3741: 964'1/2
3742: 265/2451
3743: 5994
3744: 273'24/67
3745: 104'79/94
3746: 40'53/69
3747: 28'34/79
3748: 9231/86086
3749: 2397/14446
3750: 3'112/171
3751: 2'56/207
3752: 674/1005
3753: 410822/6367625
3754: 26'3/26
3755: 8'797/884
3756: 7'17/72
3757: 1'39013/40836
3758: 88'1/3
3759: 1474
3760: 3'17/395
3761: 1392
3762: 41'27/101
3763: 97162/2154467
3764: 3549
3765: 1
3766: 148'33/34
3767: 3'20/71
3768: 127'17/33
3769: 74'171/275
3770: 358/427
3771: 14'146/1649
3772: 9'1/56
3773: 2
3774: 603'239/246
3775: 43
3776: 18'22/91
3777: 1866'31/92
3778: 79
3779: 1'5/27
3780: 963/6205
3781: 2'52/53
3782: 3168
3783: 17'1361/3552
3784: 1/225
3785: 2900/2937
3786: 36'40/53
3787: 867'40/91
3788: 57'339/1376
3789: 3'45569/103329
3790: 8/27
3791: 104'3/25
3792: 6641/12307
3793: 344'2263/2295
3794: 317/720
3795: 5/116
3796: 284/481
3797: 247'23/31
3798: 5'19/135
3799: 2'10264/152971
3800: 2'3264/3431
3801: 552/2923
3802: 510/989
3803: 23'69/139
3804: 286'40/41
3805: 100'1375/7052
3806: 62'3968/26937
3807: 251/3828
3808: 4'32519/32799
3809: 15'494/1475
3810: 98'5/8
3811: 53'5662/7821
3812: 2156
3813: 10193823/2567203355
3814: 112'7/29
3815: 18
3816: 3'67049/76024
3817: 39'1/2
3818: 187'25/99
3819: 986'4/55
3820: 51'1374/2401
3821: 2538/3745
3822: 62'53/1760
3823: 2'17/23
3824: 870'3/13
3825: 9279'41/49
3826: 11034'13/18
3827: 8'2/3
3828: 3'79/144
3829: 8
3830: 89
3831: 184
3832: 2'18099901/80555364
3833: 370'62/333
3834: 22
3835: 5'229/261
3836: 132
3837: 32'33/40
3838: 2'31/45
3839: 199/4704
3840: 55'71/77
3841: 17'47/63
3842: 3'1/18
3843: 2143/4648
3844: 57'30/31
3845: 58'15/23
3846: 73'8/19
3847: 12'628/819
3848: 6'1/30
3849: 4321/6290
3850: 43
3851: 294
3852: 28'57/97
3853: 193'10/29
3854: 4'99/754
3855: 168'51/52
3856: 6'3547/4851
3857: 306'44/247
3858: 8'3921/7030
3859: 5253
3860: 10'382/495
3861: 307'3211/4471
3862: 2275
3863: 153/7030
3864: 180'24/29
3865: 4227
3866: 88
3867: 30'13/24
3868: 47'31769/43953
3869: 1'2/3
3870: 330'10/57
3871: 11'24/65
3872: 87'34/159
3873: 483222/794339
3874: 2340
3875: 6'103/611
3876: 23'287443/1108492
3877: 46'29/77
3878: 43'12635/14872
3879: 353'1/31
3880: 115/312
3881: 5'455/913
3882: -1'56855/462352
3883: 45
3884: 1'4/9
3885: 64/111
3886: 13'89/103
3887: 6'4997/14160
3888: 19
3889: 6
3890: 18'889/4329
3891: 7'3341/3933
3892: 117
3893: 96'50/77
3894: 13'17/22
3895: 35'38/67
3896: 16/41
3897: 5'23/33
3898: 3'1982/9425
3899: 56'14/173
3900: 3'453/770
3901: 4872827'21/26
3902: 61/83
3903: 7534
3904: 4189'1/5
3905: 3873'387/2077
3906: 11'89462/108225
3907: 9'17/30
3908: 1'121/246
3909: 49
3910: 43'85/416
3911: 68'7/50
3912: 154'1051/1862
3913: 44'7/25
3914: 15686/128673
3915: 25'325/383
3916: 2'325/899
3917: 31'41/47
3918: 126'83/325
3919: 5'11/17
3920: 61
3921: 62'19/36
3922: 98'14/23
3923: 5'5/34
3924: 2'1/27
3925: 63933/111962
3926: 4'1/31
3927: 83'1/2
3928: 4'8/65
3929: 75'5/9
3930: 727/2392
3931: 29/49
3932: 239'37/61
3933: 26184'1095/4624
3934: 53'9/37
3935: 93
3936: 31830'14/37
3937: 2'9743/9890
3938: 147'11/568
3939: 26
3940: 61'1770/2993
3941: 43272/292201
3942: 2'362/539
3943: 79
3944: 69'33/85
3945: 16'635213/655720
3946: 2116
3947: 86'6/25
3948: 2744
3949: 2071/11715
3950: 52'64/93
3951: 42'67/217
3952: 91'5/6
3953: 300'163/240
3954: 73'11/12
3955: 49'269/1040
3956: 34'22/31
3957: 7496'3/4
3958: 1379/36720
3959: 136
3960: 220'19/35
3961: 26'415/1076
3962: 3068'26/35
3963: 1'1/11
3964: 2'383/549
3965: 124'5458/8177
3966: 25478'38/47
3967: 5'311/1105
3968: 7'33/35
3969: 7'781/3066
3970: 4293
3971: 16'52/61
3972: 64'1645/3783
3973: 4'1/9
3974: 41'23/41
3975: 1307/21546
3976: 169'23/28
3977: 81'471/616
3978: 243'3/4
3979: 11/391
3980: 127'10651/11514
3981: 16'256574/300421
3982: 1'212/3087
3983: 5/6
3984: 6'50/81
3985: 30'19/45
3986: 11'263/1139
3987: 1'101/2967
3988: 24'363/538
3989: 339'9/32
3990: 3'28365/32266
3991: 153'18/23
3992: 43'7/32
3993: 84'3629/3640
3994: 61'1179/2632
3995: 105'11/37
3996: 18'47/406
3997: 203/5170
3998: 95/2074
3999: 23/58
4000: 1'185/332
4001: 21
4002: 508'149/200
4003: 53
4004: 73'16/41
4005: 26
4006: 4756'22/47
4007: 98'533/616
4008: 4'523/1725
4009: 24'576/725
4010: 16'64/73
4011: 38398/98325
4012: 45'16/25
4013: 13/870
4014: 3'955/1189
4015: 34'22912/30875
4016: 313'305/502
4017: 65/2867
4018: 1002'89/690
4019: 3'55545/55556
4020: 1272/1309
4021: 10'74/99
4022: 2'5/16
4023: 5
4024: 9'926/1075
4025: 62'6/13
4026: 1'7/212
4027: 73
4028: 3'50/69
4029: 92'61/3478
4030: 39'12/17
4031: 303'15/37
4032: 31'194/759
4033: 4'828/2597
4034: 734'2/9
4035: 10'4/43
4036: 91'141/805
4037: 146'33/49
4038: 2'9661/51975
4039: 20'7/25
4040: 45'140/969
4041: 5076
4042: 1'3/32
4043: 65'1/2
4044: 35'1/7
4045: 6413'1/9
4046: 4'121522/599403
4047: 13/21280
4048: 313'1/2
4049: 1335/11687
4050: 24'17/72
4051: 155'13339/25024
4052: 3'43/56
4053: 8'5971/10450
4054: 36'316/529
4055: 131
4056: 22'2/3
4057: 2'52/59
4058: 329'37/40
4059: 23/645
4060: 80'37/79
4061: 3'2552/13685
4062: 109'29/63
4063: 19'667/935
4064: 152
4065: 32'419/10051
4066: 101'31/38
4067: 1'3/910
4068: 37'31631/45942
4069: 1'1/16
4070: 67'52/71
4071: 9
4072: 46'38/93
4073: 11'108/143
4074: 8'296/715
4075: 9'16/27
4076: 1'1/4
4077: 42'12/25
4078: 88'82/93
4079: 2'1525/2067
4080: 124'7/8
4081: 6'263/504
4082: 1'79/738
4083: 141/380
4084: 11/667
4085: 102'2338/3441
4086: 6415500
4087: 1357/10164
4088: 9'15/16
4089: 173'971/1113
4090: 14'2/23
4091: 26'3665/16443
4092: 95
4093: 6'2885586/12926225
4094: 21'3394/8383
4095: 8
4096: 3779'19/52
4097: 1'4/11
4098: 98
4099: 238'3/11
4100: 6'165/247
4101: 6'2335/2888
4102: 84/1445
4103: 173'121/1775
4104: 320'190/291
4105: 90'2785/3726
4106: 1'641/1343
4107: 143'61189/93060
4108: 6'9/208
4109: 9/736
4110: 3264
4111: 6'3/8
4112: 5'2/19
4113: 735
4114: 231'2/3
4115: 101/1850
4116: 3'4/5
4117: 173'31/33
4118: 12
4119: 80/119
4120: 75'317/428
4121: 69
4122: 4'1/2
4123: 41'11/13
4124: 79
4125: 15'57/92
4126: 4'22324/35775
4127: 24'9/26
4128: 69
4129: 4'9/10
4130: 70'63/1672
4131: 190'2/9
4132: 7'1169/1220
4133: 4'205/468
4134: 39'1643/4020
4135: 67'3/4
4136: 193'23/31
4137: 519'29/49
4138: 7'173/235
4139: 142
4140: 1680'2468/5621
4141: 78/413
4142: 26'1/17
4143: 626'2/5
4144: 10384/13401
4145: 357'21/25
4146: 165
4147: 5'290391/573325
4148: 3'7/174
4149: 572'71/88
4150: 4'107/130
4151: 44'1751/1824
4152: 66'34823/90117
4153: 78'113/255
4154: 93'2/5
4155: 74'159/920
4156: 10329'27/37
4157: 111'21/41
4158: 4080/9827
4159: 14'7/37
4160: 21'49/107
4161: 29'19260/56203
4162: 10'284/485
4163: 131
4164: 759/215137
4165: 11'29/45
4166: 2'7353/7832
4167: 1595/31344
4168: 59
4169: 4'38/93
4170: 10'46/77
4171: 68'34/53
4172: 1'27/64
4173: 2889'23/113
4174: 7338'57/256
4175: 24510
4176: 1'12009/37814
4177: 7'341929/386353
4178: 4'271/648
4179: -578'25/68
4180: 2067/653600
4181: 5
4182: 146'9/71
4183: 7527'18/29
4184: 53'7/9
4185: 1641'53/177
4186: 45'49/54
4187: 96
4188: 1'219592/276705
4189: 207'4/29
4190: 7'2/11
4191: 104'200/1343
4192: 38'680/819
4193: 2'7067/7200
4194: 78'2/3
4195: 384
4196: 34'6028/9849
4197: 8'179/426
4198: 24'112369/300429
4199: 21'54431/67947
4200: 25'43/92
4201: 186'1/10
4202: 54/65
4203: 58'5/6
4204: 16/57
4205: 97'512189/709735
4206: 7'220/279
4207: 5018'3/4
4208: 709/3312
4209: 26'36/43
4210: 38
4211: 164'59/152
4212: 17'67/206
4213: 6'6534/13175
4214: 225'242/267
4215: 6888
4216: 14'2/3
4217: 8702/13065
4218: 26
4219: 1'1402/4233
4220: 99/140
4221: 86'151/238
4222: 116'1/6
4223: 188'199/427
4224: 21'12639/30916
4225: 34'3/13
4226: 13/41616
4227: 11'8767/20445
4228: 93
4229: 2'2518/2923
4230: 3'5/28
4231: 22
4232: 16'3381/4895
4233: 43
4234: 147'83/97
4235: 190
4236: 75'3/31
4237: 7531'179/684
4238: 20'1/3
4239: 16/673
4240: 46
4241: 89'167/189
4242: 17'223/275
4243: 101
4244: 112
4245: 9'1/5
4246: 52238'56/89
4247: 191'1/3
4248: 4'32/45
4249: 73'7/38
4250: 1'6025/77763
4251: 97'3/4
4252: 182'3556/82917
4253: 264/1541
4254: 200'5/14
4255: 5'51/2479
4256: 1'575/861
4257: 2'125/252
4258: 309
4259: 20'260/703
4260: 248'1553/1564
4261: 2'87/25415
4262: 10'17/64
4263: 1'19/30
4264: 90'57/70
4265: 34
4266: 335'17/22
4267: 12'620/833
4268: 319/1105
4269: 3'11/17
4270: 27'1/25
4271: 12'2/15
4272: 11815
4273: 5'335/544
4274: 12'3/70
4275: 141
4276: 53'13/19
4277: 5
4278: 9
4279: 497'577/1035
4280: 11'10/133
4281: 830'2371/3960
4282: 27
4283: 39'26/45
4284: 4'835/3408
4285: 43/460
4286: 3231'1/24
4287: 8957
4288: 119'6526/22649
4289: 96'81/104
4290: 10'1803/3256
4291: 1'132199/897977
4292: 3'23/66
4293: 1'7/9
4294: 172'89/128
4295: 6975
4296: 185'10/37
4297: 135'11153/13135
4298: 1/5
4299: 6'140/141
4300: 2943'27/46
4301: 100'603/10439
4302: 80'202/1159
4303: 2'553/1560
4304: 26'2/19
4305: 18'5/27
4306: 9'33/38
4307: 171/27160
4308: 148'569/2068
4309: 60'8/9
4310: 17'17/27
4311: 83/2960
4312: 13'457/536
4313: 18
4314: 43'59/69
4315: 5'30/43
4316: 33'85/148
4317: 731/37583
4318: 400752
4319: 1'118/183
4320: 43'1/3
4321: 3'6/13
4322: 1'3432349/3537940
4323: 13'1/11
4324: 3'708/4433
4325: 3/11
4326: 1'4232/5605
4327: 1722
4328: 123'176/3551
4329: 24'4/9
4330: 1819'2/23
4331: 51200
4332: 7'499/988
4333: 60'24/37
4334: 405'28/529
4335: 47'7/64
4336: 6'24/161
4337: 27/638
4338: 1'5/6
4339: 4125/4384
4340: 30'290/291
4341: 6'147/268
4342: 17'223/225
4343: 38/45
4344: 13
4345: 153'3/44
4346: 91
4347: 45/199
4348: 100'26/29
4349: 54'2500/3751
4350: 69/590
4351: 73/180
4352: 19/5041
4353: 98'22/69
4354: 4777'335/343
4355: 6252
4356: 1'43/49
4357: 15'195/323
4358: 1'23/31
4359: 46'2/3
4360: 1'113/1890
4361: 442081/114496512
4362: 97'3/38
4363: 100'471/775
4364: 23/31
4365: 45'10/11
4366: 16'179/416
4367: 126'1/2
4368: 100'6/11
4369: 5/11
4370: 41'1619/5700
4371: 8'16/59
4372: 2017'601/870
4373: 51'19/23
4374: 75
4375: 864/3139
4376: 1'5/388
4377: 31'5/18
4378: 250'2/5
4379: 73/180
4380: 1'1759/2209
4381: 65/4128
4382: 16'1819/1892
4383: 3'1/36
4384: 224996/334305
4385: 3'259995/741617
4386: 47641/197904
4387: 56'24/25
4388: 39'19129/39865
4389: 27'21/37
4390: 53/1092
4391: 7'2857/3132
4392: 1'107/2484
4393: 59/4510
4394: 1295
4395: 144'2/27
4396: 5
4397: -1'19/120
4398: 58'1/2
4399: 657'589/3740
4400: 54/197
4401: 3/83
4402: 22'12/49
4403: 1'15192/15827
4404: 103'5/18
4405: 91/6750
4406: 1012
4407: 119'1030/1053
4408: 80'27/71
4409: 156/335
4410: 39/50
4411: 404'263/348
4412: 13'1103/1550
4413: 239'3/5
4414: 205
4415: 283'79/212
4416: 2'80021/120888
4417: 683'29/30
4418: 25'19/32
4419: 143'26/119
4420: 98
4421: 92/1825
4422: 46'254/1349
4423: 7
4424: 199/10221750
4425: 14283/96889
4426: 31/832
4427: 221/427
4428: 13'3599/15150
4429: 1050
4430: 6'7590/10201
4431: 87'1/2
4432: 29/2574
4433: 27'26/35
4434: 1'235/248
4435: 22'43/69
